label,text
spam,Your trip subscription is about to expire. Renew at tinyurl.com/deal.
spam,You've been selected for a bonus. Confirm your details at www.example.com.
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
ham,Ok. Me watching tv too.
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?
spam,Earn $2000 working from home. Sign up today at tinyurl.com/deal.
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
spam,You've been selected for a bonus. Confirm your details at tinyurl.com/deal.
ham,"Sir, waiting for your letter."
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
spam,Your laptop subscription is about to expire. Renew at www.example.com.
ham,Dare i ask... Any luck with sorting out the car?
spam,Your laptop subscription is about to expire. Renew at www.example.com.
ham,Sen told that he is going to join his uncle finance in cbe
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
spam,Limited time offer! Get 20% off on TV. Visit www.example.com.
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,You're gonna have to be way more specific than that
spam,Act now! Exclusive deal on voucher available at tinyurl.com/deal.
ham,I've not sent it. He can send me.
spam,"Special offer for you! Buy one laptop, get one free at bit.ly/freegift."
ham,Today am going to college so am not able to atten the class.
ham,Change windows logoff sound..
spam,Hurry! Your gift card is waiting. Redeem today at bit.ly/freegift.
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
ham,Anytime...
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
spam,Hurry! Your voucher is waiting. Redeem today at bit.ly/freegift.
spam,"Special offer for you! Buy one voucher, get one free at bit.ly/freegift."
spam,Congratulations! You have won a free laptop. Claim now at bit.ly/freegift.
spam,Congratulations! You have won a free iPhone. Claim now at tinyurl.com/deal.
ham,Taka lor. Wat time u wan 2 come n look 4 us?
spam,Get a voucher for free! Just sign up at bit.ly/freegift.
ham,No one interested. May be some business plan.
ham,"Yes, princess. Toledo."
spam,Earn $2000 working from home. Sign up today at www.example.com.
spam,Earn $500 working from home. Sign up today at www.example.com.
ham,Ü still got lessons?  Ü in sch?
spam,"Special offer for you! Buy one laptop, get one free at promo.link/redeem."
ham,In which place do you want da.
spam,You've been selected for a free trial. Confirm your details at promo.link/redeem.
spam,You've been selected for a membership. Confirm your details at promo.link/redeem.
spam,"Special offer for you! Buy one voucher, get one free at promo.link/redeem."
spam,Your voucher subscription is about to expire. Renew at bit.ly/freegift.
spam,Earn $1000 working from home. Sign up today at www.example.com.
spam,"Special offer for you! Buy one laptop, get one free at promo.link/redeem."
spam,"Special offer for you! Buy one laptop, get one free at promo.link/redeem."
spam,Get a laptop for free! Just sign up at tinyurl.com/deal.
ham,No i am not having not any movies in my laptop
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
spam,Don't miss out on big savings! Click bit.ly/freegift to learn more.
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
spam,Your voucher subscription is about to expire. Renew at www.example.com.
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,K...k...when will you give treat?
spam,Congratulations! You have won a free trip. Claim now at tinyurl.com/deal.
spam,Don't miss out on big savings! Click www.example.com to learn more.
spam,Don't miss out on big savings! Click bit.ly/freegift to learn more.
spam,Congratulations! You have won a free gift card. Claim now at bit.ly/freegift.
spam,Congratulations! You have won a free laptop. Claim now at www.example.com.
spam,Act now! Exclusive deal on TV available at bit.ly/freegift.
spam,"Special offer for you! Buy one iPhone, get one free at www.example.com."
spam,Hurry! Your trip is waiting. Redeem today at tinyurl.com/deal.
ham,Yup having my lunch buffet now.. U eat already?
spam,Your gift card subscription is about to expire. Renew at bit.ly/freegift.
spam,Earn $2000 working from home. Sign up today at www.example.com.
ham,Lol alright i was thinkin that too haha
spam,Don't miss out on big savings! Click bit.ly/freegift to learn more.
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
spam,Earn $2000 working from home. Sign up today at bit.ly/freegift.
spam,Get a laptop for free! Just sign up at promo.link/redeem.
spam,Don't miss out on free trial! Click www.example.com to learn more.
spam,Hurry! Your TV is waiting. Redeem today at tinyurl.com/deal.
ham,Same. Wana plan a trip sometme then
spam,Earn $2000 working from home. Sign up today at promo.link/redeem.
spam,"Special offer for you! Buy one TV, get one free at www.example.com."
spam,Act now! Exclusive deal on TV available at www.example.com.
spam,"Special offer for you! Buy one trip, get one free at tinyurl.com/deal."
spam,"Special offer for you! Buy one TV, get one free at bit.ly/freegift."
ham,And of course you should make a stink!
ham,Ok lor but not too early. Me still having project meeting now.
ham,X2  &lt;#&gt; . Are you going to get that
spam,Get a trip for free! Just sign up at promo.link/redeem.
ham,So are you guys asking that i get that slippers again or its gone with last year
spam,Congratulations! You have won a free trip. Claim now at promo.link/redeem.
spam,Congratulations! You have won a free trip. Claim now at www.example.com.
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
spam,Limited time offer! Get 20% off on TV. Visit promo.link/redeem.
spam,Your gift card subscription is about to expire. Renew at tinyurl.com/deal.
spam,Congratulations! You have won a free laptop. Claim now at bit.ly/freegift.
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
spam,Limited time offer! Get 20% off on gift card. Visit www.example.com.
ham,Pls speak with me. I wont ask anything other then you friendship.
spam,Hurry! Your voucher is waiting. Redeem today at promo.link/redeem.
ham,Would me smoking you out help us work through this difficult time
ham,Ard 4 lor...
spam,Earn $1000 working from home. Sign up today at www.example.com.
spam,Don't miss out on free trial! Click www.example.com to learn more.
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
spam,Earn $500 working from home. Sign up today at tinyurl.com/deal.
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
spam,Your trip subscription is about to expire. Renew at promo.link/redeem.
spam,You've been selected for a bonus. Confirm your details at promo.link/redeem.
spam,Get a gift card for free! Just sign up at tinyurl.com/deal.
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
spam,Get a trip for free! Just sign up at bit.ly/freegift.
spam,Your gift card subscription is about to expire. Renew at promo.link/redeem.
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,Pandy joined 4w technologies today.he got job..
spam,Congratulations! You have won a free voucher. Claim now at bit.ly/freegift.
spam,Your laptop subscription is about to expire. Renew at bit.ly/freegift.
ham,Jus ans me lar. U'll noe later.
ham,"Mah b, I'll pick it up tomorrow"
spam,Limited time offer! Get 50% off on trip. Visit www.example.com.
spam,"Special offer for you! Buy one laptop, get one free at bit.ly/freegift."
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
spam,You've been selected for a bonus. Confirm your details at promo.link/redeem.
spam,Hurry! Your trip is waiting. Redeem today at promo.link/redeem.
spam,You've been selected for a cash reward. Confirm your details at bit.ly/freegift.
spam,Get a gift card for free! Just sign up at promo.link/redeem.
spam,"Special offer for you! Buy one laptop, get one free at bit.ly/freegift."
spam,Don't miss out on cashback! Click promo.link/redeem to learn more.
spam,Hurry! Your TV is waiting. Redeem today at tinyurl.com/deal.
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
spam,Congratulations! You have won a free iPhone. Claim now at bit.ly/freegift.
ham,K.k.this month kotees birthday know?
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
ham,I wait 4 ü inside da car park...
spam,Don't miss out on big savings! Click promo.link/redeem to learn more.
spam,Your voucher subscription is about to expire. Renew at tinyurl.com/deal.
spam,Hurry! Your iPhone is waiting. Redeem today at www.example.com.
ham,Oh k :)why you got job then whats up?
spam,Congratulations! You have won a free voucher. Claim now at bit.ly/freegift.
ham,We can go 4 e normal pilates after our intro...
spam,"Special offer for you! Buy one TV, get one free at tinyurl.com/deal."
spam,Hurry! Your voucher is waiting. Redeem today at promo.link/redeem.
